h3_polygon,route_id,route_long_name,trip_id,company,transport_mode,stop_sequence,arrival_time,departure_time,stop_name,stop_lon,stop_lat,arrival_date,departure_date,h3_cell
"POLYGON ((4.475088 45.905902, 4.405929 45.679169, 4.647465 45.539269, 4.959125 45.625827, 5.030131 45.852791, 4.787632 45.992967, 4.475088 45.905902))",6647, Paris-Gare-de-Lyon/Lyon-Perrache-Voyageurs,36581,tren_italia,TRAIN,48,10:26:00,10:40:00,Lyon-Part-Dieu,4.85972222,45.76,2024-11-03 10:26:00,2024-11-03 10:26:00,595030421364801535
"POLYGON ((4.475088 45.905902, 4.405929 45.679169, 4.647465 45.539269, 4.959125 45.625827, 5.030131 45.852791, 4.787632 45.992967, 4.475088 45.905902))",6654, Lyon-Perrache-Voyageurs/Paris-Gare-de-Lyon,36612,tren_italia,TRAIN,0,12:11:00,12:11:00,Lyon-Perrache-Voyageurs,4.82555556,45.74833333,2024-11-03 12:11:00,2024-11-03 12:11:00,595030421364801535
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",6654, Lyon-Perrache-Voyageurs/Paris-Gare-de-Lyon,36612,tren_italia,TRAIN,59,14:30:00,14:30:00,Paris-Gare-de-Lyon,2.37361111,48.84472222,2024-11-03 14:30:00,2024-11-03 14:30:00,595032912445833215
"POLYGON ((4.475088 45.905902, 4.405929 45.679169, 4.647465 45.539269, 4.959125 45.625827, 5.030131 45.852791, 4.787632 45.992967, 4.475088 45.905902))",6656, Lyon-Perrache-Voyageurs/Paris-Gare-de-Lyon,36552,tren_italia,TRAIN,8,16:16:00,16:22:00,Lyon-Part-Dieu,4.85972222,45.76,2024-11-03 16:16:00,2024-11-03 16:16:00,595030421364801535
"POLYGON ((6.151662 49.198567, 6.073447 48.979156, 6.325574 48.842831, 6.656859 48.925608, 6.737081 49.14516, 6.484015 49.281797, 6.151662 49.198567))",N839,Brussels - Luxembourg - Geneva - Grenoble,N839-2-2050112024-GBL#BNO-00,flixbus,BUS,8,31:05:00,31:10:00,Metz (central bus station),6.183766,49.110164,2024-11-03 07:05:00,2024-11-03 07:05:00,595029631090819071
"POLYGON ((2.819569 46.047822, 2.755963 45.821876, 2.997774 45.686669, 3.304253 45.777168, 3.369712 46.003392, 3.126839 46.138841, 2.819569 46.047822))",1627,Clermont-Ferrand - Paris - Troyes,1627-1-0830112024-CLF#TOY-00,flixbus,BUS,2,08:45:00,08:50:00,Clermont-Ferrand (Campus des Cézeaux),3.112603,45.764163,2024-11-03 08:45:00,2024-11-03 08:45:00,595030868041400319
"POLYGON ((7.492872 48.729225, 7.410463 48.508655, 7.660516 48.367674, 7.993815 48.446934, 8.078191 48.667614, 7.827305 48.808926, 7.492872 48.729225))",299,Antwerp - Freiburg/Zurich,299-2-0810112024-BNO#ZH-00,flixbus,BUS,4,14:45:00,14:55:00,Strasbourg,7.754266,48.574179,2024-11-03 14:45:00,2024-11-03 14:45:00,595029682630426623
"POLYGON ((1.142642 46.06284, 0.844215 45.997428, 0.786697 45.769273, 1.026108 45.607265, 1.322397 45.672854, 1.381402 45.900273, 1.142642 46.06284))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3619F3211444:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,6,11:54:00,11:57:00,Limoges Bénédictins,1.268513,45.835871,2024-11-03 11:54:00,2024-11-03 11:54:00,594904638952570879
"POLYGON ((1.49969 45.282529, 1.205514 45.216757, 1.147629 44.988093, 1.382481 44.825952, 1.674569 44.891915, 1.733884 45.119827, 1.49969 45.282529))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3619F3211444:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,7,12:58:00,13:01:00,Brive-la-Gaillarde,1.528634,45.152601,2024-11-03 12:58:00,2024-11-03 12:58:00,594904596002897919
"POLYGON ((1.49969 45.282529, 1.205514 45.216757, 1.147629 44.988093, 1.382481 44.825952, 1.674569 44.891915, 1.733884 45.119827, 1.49969 45.282529))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3619F3211444:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,8,13:25:00,13:27:00,Souillac,1.466605,44.902127,2024-11-03 13:25:00,2024-11-03 13:25:00,594904596002897919
"POLYGON ((1.49969 45.282529, 1.205514 45.216757, 1.147629 44.988093, 1.382481 44.825952, 1.674569 44.891915, 1.733884 45.119827, 1.49969 45.282529))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3628F3135376:2024-10-01T00:19:58Z,sncf_intercites,TRAIN,0,06:58:00,06:58:00,Brive-la-Gaillarde,1.528634,45.152601,2024-11-03 06:58:00,2024-11-03 06:58:00,594904596002897919
"POLYGON ((1.32443 44.597064, 1.032958 44.529567, 0.976164 44.29972, 1.209422 44.138125, 1.498849 44.205806, 1.557055 44.434897, 1.32443 44.597064))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3650F3153653:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,3,11:43:00,11:45:00,Cahors,1.433325,44.449275,2024-11-03 11:43:00,2024-11-03 11:43:00,595484794544979967
"POLYGON ((1.50056 46.353818, 1.201475 46.289982, 1.142642 46.06284, 1.381402 45.900273, 1.678328 45.964297, 1.738641 46.1907, 1.50056 46.353818))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3650F3153653:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,8,14:33:00,14:35:00,La Souterraine,1.492207,46.239782,2024-11-03 14:33:00,2024-11-03 14:33:00,594904888060674047
"POLYGON ((2.620228 44.319985, 2.558673 44.090794, 2.795192 43.952172, 3.094294 44.042499, 3.157621 44.271993, 2.920074 44.410858, 2.620228 44.319985))",FR:Line::b262568e-13b4-4352-bcf6-2b290ec3644f:,Clermont - Béziers,OCESN15940F3428192:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,5,11:13:00,11:14:00,Saint-Georges-de-Luzençon,2.983784,44.066553,2024-11-03 11:13:00,2024-11-03 11:13:00,595484614156353535
"POLYGON ((2.983102 44.639609, 2.920074 44.410858, 3.157621 44.271993, 3.459212 44.361632, 3.524027 44.590672, 3.285465 44.729786, 2.983102 44.639609))",FR:Line::b262568e-13b4-4352-bcf6-2b290ec3644f:,Clermont - Béziers,OCESN15940F3428192:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,12,13:14:00,13:15:00,Aumont-Aubrac,3.283582,44.718235,2024-11-03 13:14:00,2024-11-03 13:14:00,595030567393689599
"POLYGON ((-1.648835 43.643735, -1.941313 43.565989, -1.988658 43.330314, -1.745068 43.173091, -1.454551 43.250917, -1.405671 43.485885, -1.648835 43.643735))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14157F2916863:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,6,21:34:00,21:50:00,Bayonne,-1.470057,43.496635,2024-11-03 21:34:00,2024-11-03 21:34:00,594902405569576959
"POLYGON ((1.674569 44.891915, 1.382481 44.825952, 1.32443 44.597064, 1.557055 44.434897, 1.847079 44.501056, 1.906533 44.729185, 1.674569 44.891915))",FR:Line::8c3b6920-35c9-4b67-b79d-434a4226e338:,Paris - Cahors,OCESN3638F3066130:2024-10-01T00:19:58Z,sncf_intercites,TRAIN,1,08:14:00,08:16:00,Gourdon,1.389264,44.741932,2024-11-03 08:14:00,2024-11-03 08:14:00,595484906214129663
"POLYGON ((2.046122 47.316019, 1.743559 47.255556, 1.682214 47.030807, 1.921932 46.867256, 2.222268 46.927923, 2.285103 47.151936, 2.046122 47.316019))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3615F3165352:2024-10-01T00:19:58Z,sncf_intercites,TRAIN,1,08:56:00,08:58:00,Vierzon,2.059092,47.226324,2024-11-03 08:56:00,2024-11-03 08:56:00,595032766416945151
"POLYGON ((1.320295 46.742941, 1.019027 46.679286, 0.960376 46.452442, 1.201475 46.289982, 1.50056 46.353818, 1.560718 46.579931, 1.320295 46.742941))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3615F3165352:2024-10-01T00:19:58Z,sncf_intercites,TRAIN,3,09:44:00,09:45:00,Argenton-sur-Creuse,1.518256,46.59225,2024-11-03 09:44:00,2024-11-03 09:44:00,594904879470739455
"POLYGON ((1.142642 46.06284, 0.844215 45.997428, 0.786697 45.769273, 1.026108 45.607265, 1.322397 45.672854, 1.381402 45.900273, 1.142642 46.06284))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3615F3165352:2024-10-01T00:19:58Z,sncf_intercites,TRAIN,5,10:43:00,10:46:00,Limoges Bénédictins,1.268513,45.835871,2024-11-03 10:43:00,2024-11-03 10:43:00,594904638952570879
"POLYGON ((1.142642 46.06284, 0.844215 45.997428, 0.786697 45.769273, 1.026108 45.607265, 1.322397 45.672854, 1.381402 45.900273, 1.142642 46.06284))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3648F3067157:2024-10-11T00:34:04Z,sncf_intercites,TRAIN,2,12:01:00,12:04:00,Limoges Bénédictins,1.268513,45.835871,2024-11-03 12:01:00,2024-11-03 12:01:00,594904638952570879
"POLYGON ((2.046122 47.316019, 1.743559 47.255556, 1.682214 47.030807, 1.921932 46.867256, 2.222268 46.927923, 2.285103 47.151936, 2.046122 47.316019))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3648F3067157:2024-10-11T00:34:04Z,sncf_intercites,TRAIN,5,13:31:00,13:32:00,Issoudun,1.985741,46.948696,2024-11-03 13:31:00,2024-11-03 13:31:00,595032766416945151
"POLYGON ((2.046122 47.316019, 1.743559 47.255556, 1.682214 47.030807, 1.921932 46.867256, 2.222268 46.927923, 2.285103 47.151936, 2.046122 47.316019))",FR:Line::8c3b6920-35c9-4b67-b79d-434a4226e338:,Paris - Cahors,OCESN3654F2914016:2024-10-11T00:34:04Z,sncf_intercites,TRAIN,8,16:32:00,16:33:00,Issoudun,1.985741,46.948696,2024-11-03 16:32:00,2024-11-03 16:32:00,595032766416945151
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::8c3b6920-35c9-4b67-b79d-434a4226e338:,Paris - Cahors,OCESN3654F2914016:2024-10-11T00:34:04Z,sncf_intercites,TRAIN,10,18:35:00,18:35:00,Paris Austerlitz,2.364891,48.842285,2024-11-03 18:35:00,2024-11-03 18:35:00,595032912445833215
"POLYGON ((1.49969 45.282529, 1.205514 45.216757, 1.147629 44.988093, 1.382481 44.825952, 1.674569 44.891915, 1.733884 45.119827, 1.49969 45.282529))",FR:Line::8c3b6920-35c9-4b67-b79d-434a4226e338:,Paris - Cahors,OCESN3665F3165212:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,6,22:00:00,22:03:00,Brive-la-Gaillarde,1.528634,45.152601,2024-11-03 22:00:00,2024-11-03 22:00:00,594904596002897919
"POLYGON ((1.853649 45.574425, 1.558856 45.510205, 1.49969 45.282529, 1.733884 45.119827, 2.026569 45.184249, 2.087158 45.41117, 1.853649 45.574425))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3614F3213268:2024-10-14T00:42:09Z,sncf_intercites,TRAIN,1,05:23:00,05:25:00,Uzerche,1.570272,45.440654,2024-11-03 05:23:00,2024-11-03 05:23:00,594904630362636287
"POLYGON ((2.046122 47.316019, 1.743559 47.255556, 1.682214 47.030807, 1.921932 46.867256, 2.222268 46.927923, 2.285103 47.151936, 2.046122 47.316019))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3614F3213268:2024-10-14T00:42:09Z,sncf_intercites,TRAIN,6,07:49:00,07:51:00,Vierzon,2.059092,47.226324,2024-11-03 07:49:00,2024-11-03 07:49:00,595032766416945151
"POLYGON ((1.49969 45.282529, 1.205514 45.216757, 1.147629 44.988093, 1.382481 44.825952, 1.674569 44.891915, 1.733884 45.119827, 1.49969 45.282529))",FR:Line::8c3b6920-35c9-4b67-b79d-434a4226e338:,Paris - Cahors,OCESN3635F3212578:2024-10-11T00:34:04Z,sncf_intercites,TRAIN,7,17:25:00,17:27:00,Souillac,1.466605,44.902127,2024-11-03 17:25:00,2024-11-03 17:25:00,594904596002897919
"POLYGON ((-0.583842 43.478606, -0.873923 43.403673, -0.924306 43.169425, -0.686089 43.01084, -0.397973 43.08589, -0.346119 43.319407, -0.583842 43.478606))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14141F3554466:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,4,11:51:00,11:54:00,Pau,-0.369675,43.291711,2024-11-03 11:51:00,2024-11-03 11:51:00,594902431339380735
"POLYGON ((-0.772193 43.87112, -1.064259 43.796299, -1.114371 43.562214, -0.873923 43.403673, -0.583842 43.478606, -0.532232 43.711967, -0.772193 43.87112))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14141F3554466:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,5,12:14:00,12:16:00,Orthez,-0.767734,43.484333,2024-11-03 12:14:00,2024-11-03 12:14:00,594902422749446143
"POLYGON ((-0.057296 43.392964, -0.346119 43.319407, -0.397973 43.08589, -0.162453 42.926672, 0.124405 43.000365, 0.177698 43.233139, -0.057296 43.392964))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14143F3447285:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,2,13:05:00,13:08:00,Tarbes,0.069442,43.239863,2024-11-03 13:05:00,2024-11-03 13:05:00,595484940573868031
"POLYGON ((-0.583842 43.478606, -0.873923 43.403673, -0.924306 43.169425, -0.686089 43.01084, -0.397973 43.08589, -0.346119 43.319407, -0.583842 43.478606))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14143F3447285:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,4,13:51:00,13:54:00,Pau,-0.369675,43.291711,2024-11-03 13:51:00,2024-11-03 13:51:00,594902431339380735
"POLYGON ((-0.772193 43.87112, -1.064259 43.796299, -1.114371 43.562214, -0.873923 43.403673, -0.583842 43.478606, -0.532232 43.711967, -0.772193 43.87112))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14143F3447285:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,5,14:14:00,14:16:00,Orthez,-0.767734,43.484333,2024-11-03 14:14:00,2024-11-03 14:14:00,594902422749446143
"POLYGON ((0.465225 43.305342, 0.177698 43.233139, 0.124405 43.000365, 0.357223 42.840548, 0.642786 42.912904, 0.697486 43.144924, 0.465225 43.305342))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14148F3496115:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,5,17:19:00,17:21:00,Lannemezan,0.387367,43.114273,2024-11-03 17:19:00,2024-11-03 17:19:00,595484949163802623
"POLYGON ((1.674569 44.891915, 1.382481 44.825952, 1.32443 44.597064, 1.557055 44.434897, 1.847079 44.501056, 1.906533 44.729185, 1.674569 44.891915))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3645F3064669:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,8,19:42:00,19:44:00,Gourdon,1.389264,44.741932,2024-11-03 19:42:00,2024-11-03 19:42:00,595484906214129663
"POLYGON ((1.498849 44.205806, 1.209422 44.138125, 1.152457 43.908088, 1.383524 43.746496, 1.67093 43.814367, 1.729281 44.04364, 1.498849 44.205806))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3645F3064669:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,11,20:55:00,20:57:00,Montauban Ville Bourbon,1.341999,44.01444,2024-11-03 20:55:00,2024-11-03 20:55:00,595484545436876799
"POLYGON ((2.997774 45.686669, 2.933853 45.459931, 3.174576 45.323412, 3.480263 45.413387, 3.546019 45.640402, 3.304253 45.777168, 2.997774 45.686669))",FR:Line::b262568e-13b4-4352-bcf6-2b290ec3644f:,Clermont - Béziers,OCESN15941F3427962:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,1,13:15:00,13:16:00,Issoire,3.25404,45.543949,2024-11-03 13:15:00,2024-11-03 13:15:00,595030833681661951
"POLYGON ((2.807218 45.005182, 2.744497 44.777186, 2.983102 44.639609, 3.285465 44.729786, 3.349989 44.958072, 3.110349 45.095893, 2.807218 45.005182))",FR:Line::b262568e-13b4-4352-bcf6-2b290ec3644f:,Clermont - Béziers,OCESN15941F3427962:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,7,15:38:00,15:39:00,Saint-Chély-d'Apcher,3.270857,44.801791,2024-11-03 15:38:00,2024-11-03 15:38:00,595030601753427967
"POLYGON ((2.983102 44.639609, 2.920074 44.410858, 3.157621 44.271993, 3.459212 44.361632, 3.524027 44.590672, 3.285465 44.729786, 2.983102 44.639609))",FR:Line::b262568e-13b4-4352-bcf6-2b290ec3644f:,Clermont - Béziers,OCESN15941F3427962:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,12,16:51:00,16:52:00,Campagnac - Saint-Geniez,3.066401,44.421956,2024-11-03 16:51:00,2024-11-03 16:51:00,595030567393689599
"POLYGON ((2.795192 43.952172, 2.733332 43.722251, 2.968815 43.582355, 3.26717 43.672134, 3.330787 43.902356, 3.094294 44.042499, 2.795192 43.952172))",FR:Line::b262568e-13b4-4352-bcf6-2b290ec3644f:,Clermont - Béziers,OCESN15941F3427962:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,17,18:04:00,18:05:00,Tournemire - Roquefort,3.016626,43.9698,2024-11-03 18:04:00,2024-11-03 18:04:00,595484579796615167
"POLYGON ((1.383524 43.746496, 1.326399 43.51629, 1.55531 43.354726, 1.84769 43.447494, 1.906369 43.677485, 1.67093 43.814367, 1.383524 43.746496))",FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,Toulouse - Hendaye,OCESN14150F3556543:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,6,20:26:00,20:26:00,Toulouse Matabiau,1.453616,43.611206,2024-11-03 20:26:00,2024-11-03 20:26:00,595484511077138431
"POLYGON ((1.729281 44.04364, 1.67093 43.814367, 1.906369 43.677485, 2.201224 43.769653, 2.261329 43.999258, 2.024825 44.136365, 1.729281 44.04364))",FR:Line::e903aa93-d023-451c-af27-bac68d4381d0:,Paris - Rodez / Albi,OCESN3754F3349334:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,2,21:08:00,21:13:00,Carmaux,2.152401,44.048782,2024-11-03 21:08:00,2024-11-03 21:08:00,595484554026811391
"POLYGON ((1.674569 44.891915, 1.382481 44.825952, 1.32443 44.597064, 1.557055 44.434897, 1.847079 44.501056, 1.906533 44.729185, 1.674569 44.891915))",FR:Line::e903aa93-d023-451c-af27-bac68d4381d0:,Paris - Rodez / Albi,OCESN3756F3349474:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,9,24:33:00,24:34:00,Rocamadour - Padirac,1.657104,44.818243,2024-11-03 00:33:00,2024-11-03 00:33:00,595484906214129663
"POLYGON ((1.733884 45.119827, 1.674569 44.891915, 1.906533 44.729185, 2.205304 44.821817, 2.266223 45.049507, 2.026569 45.184249, 1.733884 45.119827))",FR:Line::e903aa93-d023-451c-af27-bac68d4381d0:,Paris - Rodez / Albi,OCESN3790F3350226:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,2,23:51:00,23:53:00,Bretenoux - Biars,1.844383,44.927466,2024-11-03 23:51:00,2024-11-03 23:51:00,595484889034260479
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::e903aa93-d023-451c-af27-bac68d4381d0:,Paris - Rodez / Albi,OCESN3792F3349315:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,4,32:30:00,32:30:00,Paris Austerlitz,2.364891,48.842285,2024-11-03 08:30:00,2024-11-03 08:30:00,595032912445833215
"POLYGON ((-0.459069 45.264527, -0.75674 45.193002, -0.808824 44.961184, -0.564791 44.801606, -0.269192 44.873254, -0.215564 45.104356, -0.459069 45.264527))",FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,Nantes - Bordeaux,OCESN3854F3492805:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,0,09:55:00,09:55:00,Bordeaux Saint-Jean,-0.556875,44.825233,2024-11-03 09:55:00,2024-11-03 09:55:00,594904750621720575
"POLYGON ((-1.044524 46.43587, -1.34855 46.364667, -1.399751 46.133679, -1.14857 45.974582, -0.846685 46.045885, -0.793849 46.276183, -1.044524 46.43587))",FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,Nantes - Bordeaux,OCESN3854F3492805:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,4,12:14:00,12:18:00,La Rochelle,-1.145853,46.152705,2024-11-03 12:14:00,2024-11-03 12:14:00,594904656132440063
"POLYGON ((-1.245119 46.825327, -1.551309 46.754215, -1.602187 46.523545, -1.34855 46.364667, -1.044524 46.43587, -0.99198 46.665858, -1.245119 46.825327))",FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,Nantes - Bordeaux,OCESN3854F3492805:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,5,12:58:00,12:59:00,Luçon,-1.167421,46.463627,2024-11-03 12:58:00,2024-11-03 12:58:00,594904707672047615
"POLYGON ((1.49969 45.282529, 1.205514 45.216757, 1.147629 44.988093, 1.382481 44.825952, 1.674569 44.891915, 1.733884 45.119827, 1.49969 45.282529))",FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,Paris - Toulouse,OCESN3694F3175633:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,6,18:57:00,19:00:00,Brive-la-Gaillarde,1.528634,45.152601,2024-11-03 18:57:00,2024-11-03 18:57:00,594904596002897919
"POLYGON ((1.50056 46.353818, 1.201475 46.289982, 1.142642 46.06284, 1.381402 45.900273, 1.678328 45.964297, 1.738641 46.1907, 1.50056 46.353818))",FR:Line::fc526a2c-d3e0-4ae0-b8cd-782f83e16cdd:,Paris - Brive,OCESN3684F3298980:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,3,19:32:00,19:34:00,La Souterraine,1.492207,46.239782,2024-11-03 19:32:00,2024-11-03 19:32:00,594904888060674047
"POLYGON ((-0.459069 45.264527, -0.75674 45.193002, -0.808824 44.961184, -0.564791 44.801606, -0.269192 44.873254, -0.215564 45.104356, -0.459069 45.264527))",FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,Nantes - Bordeaux,OCESN3837F3496146:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,7,22:05:00,22:05:00,Bordeaux Saint-Jean,-0.556875,44.825233,2024-11-03 22:05:00,2024-11-03 22:05:00,594904750621720575
"POLYGON ((-0.459069 45.264527, -0.75674 45.193002, -0.808824 44.961184, -0.564791 44.801606, -0.269192 44.873254, -0.215564 45.104356, -0.459069 45.264527))",FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,Nantes - Bordeaux,OCESN3858F3447831:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,0,17:55:00,17:55:00,Bordeaux Saint-Jean,-0.556875,44.825233,2024-11-03 17:55:00,2024-11-03 17:55:00,594904750621720575
"POLYGON ((-0.846685 46.045885, -1.14857 45.974582, -1.200079 45.743296, -0.951317 45.584011, -0.65155 45.655421, -0.598437 45.886008, -0.846685 46.045885))",FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,Nantes - Bordeaux,OCESN3831F3496462:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,4,10:04:00,10:06:00,Rochefort,-0.963219,45.946991,2024-11-03 10:04:00,2024-11-03 10:04:00,594904664722374655
"POLYGON ((1.384535 42.662638, 1.328305 42.431271, 1.559658 42.292307, 1.848287 42.384487, 1.90621 42.616209, 1.673811 42.755397, 1.384535 42.662638))",FR:Line::cfa40ffd-5af4-49b0-99a9-99857ba5f7ff:,Paris - Nevers - Clermont,OCESN3971F3443812:2024-10-15T00:33:00Z,sncf_intercites,TRAIN,12,33:53:00,33:55:00,Porté-Puymorens,1.824852,42.538781,2024-11-03 09:53:00,2024-11-03 09:53:00,595484657106026495
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::cfa40ffd-5af4-49b0-99a9-99857ba5f7ff:,Paris - Nevers - Clermont,OCESN3971F3547153:2024-10-15T00:33:00Z,sncf_intercites,TRAIN,0,22:06:00,22:06:00,Paris Austerlitz,2.364891,48.842285,2024-11-03 22:06:00,2024-11-03 22:06:00,595032912445833215
"POLYGON ((0.952079 47.519804, 0.646365 47.456488, 0.588119 47.230298, 0.834007 47.068138, 1.137485 47.131619, 1.1973 47.357094, 0.952079 47.519804))",OCESN-87547000-87471003, -,OCESN4091F3381789:2024-09-25T00:19:05Z,sncf_intercites,TRAIN,3,12:00:00,12:03:00,Saint-Pierre-des-Corps,0.723539,47.38614,2024-11-03 12:00:00,2024-11-03 12:00:00,594904793571393535
"POLYGON ((0.03416 47.326783, -0.272298 47.260386, -0.32756 47.032445, -0.077991 46.8716, 0.226253 46.938132, 0.28313 47.165371, 0.03416 47.326783))",FR:Line::2381a54a-1f59-4452-88c7-303179dd472b:,Paris - Nantes,OCESN4080F3330216:2024-10-01T00:19:58Z,sncf_intercites,TRAIN,2,07:46:00,07:49:00,Saumur,-0.071403,47.268994,2024-11-03 07:46:00,2024-11-03 07:46:00,594904973960019967
"POLYGON ((3.191992 46.364262, 3.126839 46.138841, 3.369712 46.003392, 3.678788 46.093114, 3.745809 46.318798, 3.501887 46.454498, 3.191992 46.364262))",FR:Line::8ba8a419-03e7-45ba-aef8-33b50dc5179b:,Nantes - Lyon,OCESN4504F3310714:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,3,14:18:00,14:20:00,Saint-Germain-des-Fossés,3.430574,46.209239,2024-11-03 14:18:00,2024-11-03 14:18:00,595030713422577663
"POLYGON ((0.952079 47.519804, 0.646365 47.456488, 0.588119 47.230298, 0.834007 47.068138, 1.137485 47.131619, 1.1973 47.357094, 0.952079 47.519804))",FR:Line::8ba8a419-03e7-45ba-aef8-33b50dc5179b:,Nantes - Lyon,OCESN4504F3310714:2024-10-16T00:34:14Z,sncf_intercites,TRAIN,8,17:19:00,17:23:00,Saint-Pierre-des-Corps,0.723539,47.38614,2024-11-03 17:19:00,2024-11-03 17:19:00,594904793571393535
