h3,x,y,lat,lng
594904561643159551,489178.52115645143,-163210.84466948838,46.225153501184835,0.9021070415975612
594902096331931647,183014.72062750033,84082.32148628638,48.31741479397387,-3.29047404462717
595485352890728447,743131.4402824988,-443251.9119844164,43.70718742414646,4.104060172327952
595029321853173759,985379.9740411383,37969.20704027571,47.924223052444795,7.4958718341160635
595032895265964031,616287.4156261443,154640.2941689635,49.09181397588536,2.5595243389386186
595485095192690687,830946.9820451196,-453582.4476700906,43.59063274501521,5.1828178069994415
594904535873355775,405639.275388004,-139919.68596189213,46.41460437551049,-0.18866387132423054
594902405569576959,271694.3523239857,-469481.1781091589,43.40858535192685,-1.6971049427002518
594905162938580991,97319.11198954494,108864.207434968,48.47598734936187,-4.471297452741847
595029631090819071,897121.8081004006,159386.35154916826,49.062589666150394,6.404534419335421
595485507509551103,714127.7465816918,-479469.08872635895,43.38838876236612,3.7376834081510735
595484803134914559,444018.58158945985,-392302.55969948287,44.160710946631625,0.3942477101397242
595485378660532223,801050.4268524939,-370826.72856281255,44.34122720014614,4.848636479324117
594904879470739455,517343.47337543924,-131226.1670487433,46.51668465931827,1.2606920710839584
595484906214129663,542635.2670913344,-337951.1305818859,44.663602318743294,1.6156268600246881
594904596002897919,529251.0017700102,-294238.01915714395,45.05444272345916,1.440899610205269
595030773552119807,756327.2030395167,-132021.6182362662,46.49589823944544,4.370634387847765
595031744214728703,925281.4044205054,194574.09217034106,49.36415547526392,6.817831943759849
595032611798122495,642621.9986664607,69053.90317034835,48.32092720674154,2.9111848714527118
595029613910949887,883684.4384973645,85086.14058688688,48.40168316321463,6.169196146394255
595031701265055743,754802.2169604006,208673.02932529748,49.55816078118504,4.476639861212248
595032732057206783,712905.9982140353,100242.20212323967,48.592540361134475,3.8671819094640827
595031374847541247,931701.8846979645,-266920.27006360405,45.22012672968376,6.550936917921222
594902044792324095,196322.74923683895,39996.768126001494,47.930819416675156,-3.0689105434927604
594905137168777215,126961.86513689079,140564.6144901952,48.78337010597833,-4.108487720094105
594904802161328127,504036.65533976466,-87726.65250044549,46.90568082952967,1.0780618281811136
595484966343671807,457474.94084194454,-436389.9661555883,43.76874449193778,0.5745846770382458
594902680447483903,316872.75436042924,-358484.9952466113,44.42219471112949,-1.2069939342290723
595484528257007615,512926.98635840643,-491379.9674048679,43.28572724891723,1.269626897262602
595032835136421887,684839.6442298803,-48327.81104343431,47.26135470047653,3.4568254765269173
595031409207279615,916496.0261950863,-226107.08907059394,45.59341326217931,6.385955899147854
594920152374444031,536220.0164221118,295137.6348536824,50.351920670893975,1.440306642064913
594904948190216191,336902.86714772304,-40344.4806176844,47.28418527760529,-1.1402933113866176
595033075654590463,492298.38168262504,73885.0087875059,48.35647898500585,0.8832694635950955
595032938215636991,534846.0083912695,178940.36366104824,49.307061063723125,1.440433534592876
594904724851916799,403736.61611899437,-260135.5266919682,45.335056767777225,-0.1615885009696896
594902689037418495,330351.14494789945,-402898.0829640747,44.03002438732843,-1.0138265590903144
594902671857549311,372914.5851365002,-414140.86394517834,43.944970231847776,-0.4802938932411711
595484871854391295,556032.5247911882,-381678.34953259607,44.272539142090395,1.7879955797619695
594904054837018623,380958.1774081738,66732.14704658042,48.26291825790418,-0.6141436374128822
594920264043593727,671578.3803264232,330493.73725094297,50.66884594004958,3.3488927733530796
595485060832952319,846023.9577468768,-495275.84302603046,43.2123871474538,5.347916506355124
594904046247084031,435943.4321150585,11128.52355234942,47.78009909283368,0.1478154115684153
594902147871539199,294661.8131490255,-28336.94358725875,47.37304894779834,-1.706018993615337
594904759211655167,432375.18884302233,-227666.95244717796,45.63431725421677,0.1909564685062919
594904175096102911,310279.1461492256,47336.009308084496,48.05984900147272,-1.5512821039908957
595032646157860863,629448.5870181498,111864.35393421495,48.706657032779006,2.7366317040796635
595484751595307007,598336.9038700981,-504897.2651562521,43.170261698855924,2.3162407822652935
594902070562127871,166881.32149684138,8058.4630035521695,47.62484467239804,-3.428987365407253
595030799321923583,813304.7623602627,-60813.93058830054,47.11905146639978,5.145949294195405
594904819341197311,462532.5493012625,-75980.1980718351,47.00364284933721,0.5302573700820787
595030833681661951,670640.194583877,-238967.69465021486,45.55050576809276,3.239209357024439
594904776391524351,390339.080213272,-216121.06036946113,45.7258248029742,-0.35196608376393806
595030661882970111,843870.7121593249,-257602.81117966503,45.34192361774346,5.4413730729956145
595030438544670719,756843.574771306,-248283.13514753937,45.45198935559787,4.337205780466423
595030593163493375,728128.6393669493,-284157.8390323209,45.13628936361673,3.9611911311960903
595030412774866943,742276.5131039803,-207862.13710543222,45.818111751802455,4.163966015588427
595029493651865599,928460.760265339,-33423.59455646662,47.315883199536096,6.6806755723933335
595030524444016639,886341.2953653953,-145120.0799061653,46.33374813240946,6.0518321378014726
595032654747795455,670706.9371797638,104001.23446325788,48.632605778662594,3.2958153757380737
595484682875830271,484429.702721801,-524595.2234212253,42.98432596731547,0.9281177341878464
595031941783224319,698613.395360239,250288.98074725905,49.94404159991723,3.710532173845076
595032921035767807,562501.5673393552,209595.18670301212,49.58504561985963,1.8178591763828338
594920006345555967,590002.2892281091,240078.86121113706,49.86023025469053,2.1974335853414138
594902603138072575,303410.687163525,-314091.60294719593,44.8140350823002,-1.4027692696188103
594904346894794751,493842.4006184421,191177.94173271852,49.41131855741393,0.8733541915664134
594904200865906687,281338.6590544283,15615.382972648775,47.76100344958577,-1.9148515603787337
595032749237075967,600893.2339133103,-36261.58836049211,47.37548381453844,2.348346989576063
594904364074663935,452653.011805575,203472.37941762767,49.51324405380487,0.3013110962129939
594904003297411071,382939.8963411449,184894.85328704125,49.32538255787458,-0.6505601464114865
594904836521066495,532067.5210676885,-56036.33742461595,47.194090510847616,1.4406744504702949
595030627523231743,858842.2683171134,-298436.1407632792,44.97012769944639,5.6091874204809615
594902225180950527,123944.63810634665,20310.978261707525,47.703646531436334,-4.011679303158102
595485112372559871,801849.0517720191,-490014.0990607769,43.273837062648724,4.809757009247656
595033067064655871,561226.1217110436,92964.42130630862,48.53617998380443,1.811474539761541
595030876631334911,585278.862584677,-229662.56246705382,45.637675494511534,2.1481313842925402
594902156461473791,308001.3352262421,-72327.83262847841,46.984437414974735,-1.5000891005567867
594904621772701695,543997.4630141727,-218300.1528457597,45.7374634472673,1.6184011854216513
595032886676029439,575661.6951404279,166760.78033184746,49.20053755211527,2.0025038059369127
594904931010347007,378963.31499665906,-52288.18161061671,47.192955938689785,-0.5789691863361417
595031684085186559,782777.161424899,243496.67909216127,49.86332760595827,4.879361675437621
595485172502102015,993390.3656965421,-432287.1971914711,43.70676082549881,7.197324163394083
595029502241800191,856526.5767930136,-64989.52170054434,47.06561489918382,5.712061280489935
595484605566418943,670586.1579069882,-474187.7861260476,43.44153354827211,3.203944788799823
594902165051408383,252242.73498617543,-16266.57785352139,47.459486632958644,-2.2760866139583715
594919911856275455,550669.0474996895,367917.26830450457,51.0074414723403,1.633770300809282
595484949163802623,442264.1403573691,-513736.28089272534,43.0731152915035,0.41105563656830174
595484794544979967,514407.6244243967,-370606.1301148443,44.3677860129576,1.26674509381911
595030713422577663,684905.8088108096,-163201.01247126242,46.22917069176257,3.435588460619442
595484760185241599,641607.636875263,-510293.6509816272,43.12071656990287,2.8448782202748477
595030455724539903,770886.0573692158,-172114.20074409514,46.13218052486842,4.544687618698477
595030636113166335,786230.1277309495,-329766.10484858765,44.71352347048642,4.6795274531832725
595029553781407743,1000616.4807691559,-1720.0763652954774,47.558723560484,7.661699030603256
595029622500884479,854252.0980277671,163013.62654662723,49.11447658520061,5.820785414529589
595029605321015295,840697.2748755163,88892.12146898593,48.45404083071952,5.591428274767854
595031254588456959,945267.7684464636,-189974.07793653035,45.90280185521756,6.780494017554227
594904845111001087,477464.2560965567,-815.9548703961482,47.682208001128465,0.7049997191770057
595032800776683519,559941.2769161894,-24511.94514378332,47.479837976643516,1.8053063342668287
594905180118450175,169724.26911468332,128119.4423254576,48.703173816715505,-3.5151817448076716
595484614156353535,641817.8409858586,-391827.37654844846,44.18170961707851,2.8574389013197106
595484880444325887,598816.3941130274,-386753.24371171393,44.22848368893405,2.3218092370493406
594920023525425151,657627.8192610923,258100.19045157422,50.01958973992899,3.1406732970428988
594904183686037503,323583.04251372366,3515.3846973745094,47.672351261490746,-1.3443403420356932
595032955395506175,684706.5886610281,177385.20884198323,49.290686352585105,3.501104166350064
594919997755621375,576878.5393037095,282736.64583932946,50.24340027622928,2.012340024095169
594904518693486591,447502.9352886974,-151599.9471262765,46.320953775035264,0.3589419042938167
595484820314783743,459169.6199208355,-315507.73264067824,44.85248390488175,0.5602926740556535
595484785955045375,472588.2587103209,-359456.18662946334,44.461108648435534,0.7412245422333604
594902439929315327,301101.8466221711,-436114.18851989985,43.720504254196285,-1.3564781652234925
594904604592832511,474222.9047328595,-239140.77190691244,45.54069394176767,0.7295487784945536
594904870880804863,571956.661494322,-186221.3198726991,46.027342233927335,1.974948716170719
594904286765252607,439465.8421384037,246582.00397883618,49.897364662323064,0.10160741431876853
594919980575752191,617348.457829904,270390.4356905649,50.132600612377686,2.579141562761705
595030421364801535,785528.6389707929,-212421.4603865798,45.766344499318194,4.717326757187533
595029682630426623,998559.4484619962,112958.74354388982,48.58857825525702,7.74364013098359
594904750621720575,374940.0273902778,-292762.44883511774,45.033266126072526,-0.5121007599462294
595029742759968767,798680.7557973977,-21168.684421324957,47.47994579157556,4.9717490809027325
594920032115359743,604248.6493055229,312912.5497237457,50.515111114957584,2.3963799196130253
594904982549954559,365648.19142752,-8522.73300784346,47.58128396042136,-0.7782591183637521
595485361480663039,786934.8844958283,-448420.1147864455,43.65031167152234,4.6427261480740505
595029339033042943,956939.7161944704,2290.8354740675713,47.62093144896806,7.086111923241644
594904570233094143,434164.50456375396,-107868.64471913106,46.71043577860755,0.16974990499537776
594904114966560767,254741.7995725423,103393.27065668479,48.53474222466155,-2.3414505522719025
594902130691670015,222991.34734138945,-48308.42643390145,47.15532241771249,-2.6349812346038193
595484545436876799,527829.5554464277,-414457.89540953806,43.97633675115072,1.4410067567804317
594902422749446143,343845.6373266161,-447327.92234434036,43.637574276735215,-0.8232196820408422
594902053382258687,209648.31207582238,-4134.420369182131,47.54343837826222,-2.850432196977999
594904913830477823,545350.7931999761,-99405.54980710574,46.80559645339739,1.621268640930032
595030601753427967,656277.683152011,-315179.4867879621,44.86795691372857,3.0465258740798857
595484768775176191,569391.2008767987,-540884.5555230117,42.84759612585325,1.9644887515298053
595485404430335999,889042.2250875765,-380739.2439924532,44.22043675264557,5.940729377325976
595032637567926271,656613.6071339444,30143.4264163356,47.96994982949207,3.0945494071795774
595485438790074367,873899.3165736414,-339481.87136443006,44.596290407667546,5.775634902999435
595032852316291071,698920.1037736754,26192.68452807929,47.92917943886058,3.6599947711227436
595030515854082047,842803.9539314384,-140750.33988041518,46.39078423921857,5.490021423443433
595030464314474495,699230.2737738148,-203305.36759378633,45.86698008089799,3.6121924446153764
595029596731080703,911950.2740548311,120435.99901123185,48.705504952467116,6.577160180181713
595032706287403007,769681.657826983,57473.93212192197,48.19515958223914,4.618945288073594
595032714877337599,741011.2860143791,135250.71591614568,48.90148853770392,4.26016857846312
595029734170034175,870153.0645421562,10291.824996975309,47.735970811016806,5.938413002775717
595031950373158911,740597.4457984772,246901.2519204569,49.905247195425694,4.294073060142853
595484717235568639,612604.917203842,-546393.0962035505,42.798889556164724,2.489674671888293
594904690492178431,363589.8631018221,-128170.90821442561,46.5060457912154,-0.7406637018692502
595485370070597631,757362.4338592787,-365864.6321604813,44.39733583007991,4.304667047620934
595031976142962687,684640.7378888181,288200.82217652426,50.28698411524775,3.5241976787900926
594904149326299135,283719.467389456,134848.62021282074,48.83264263635055,-1.974077223591817
595484863264456703,627559.0285504437,-350965.63435309567,44.5487849103636,2.682167701440549
595032989755244543,670727.1840188147,215630.98655111095,49.636357222832714,3.3157575547936857
594904810751262719,449230.8084255429,-32409.252798113186,47.392149010049685,0.3403864279724139
594920281223462911,631464.9527176552,342915.11538387067,50.783974429836384,2.78258275785233
594904063426953215,394237.38400819444,23136.024816510297,47.87571108174941,-0.4139947460064325
594902087741997055,238917.65683863737,27776.205830491963,47.84717965666178,-2.4897305323489136
595484837494652927,430576.5833441606,-348229.1167725279,44.55245094820584,0.21147074131790725
595030859451465727,613764.5554328038,-194202.3878226311,45.956123474784405,2.5137852704132793
594903986117541887,312542.6433179855,166140.22894777133,49.127805659692164,-1.6042830028173138
594902628907876351,319119.72195112816,-237034.04165752942,45.511591499058,-1.2512506779866361
595032628977991679,615218.2787359782,38034.29957726947,48.04327331726796,2.5405756161213446
594903968937672703,354445.1265447943,153800.1827786337,49.03521595678937,-1.0231258637586222
594904089196756991,409412.27331826877,98093.91612590755,48.55413976211573,-0.2456423805549208
594904389844467711,299305.36207900423,209692.84573715887,49.512494765899234,-1.8182928290189249
595030842271596543,599289.9813594419,-269882.6063472049,45.27679045241036,2.3275265305033495
594902697627353087,388374.84915243986,-336925.55010437267,44.641756803360614,-0.32247600252051917
594904527283421183,460855.79668100795,-195358.23964551097,45.93102376743542,0.5455249555740154
594904896650608639,586472.8608774423,-111016.03927163943,46.70345068888498,2.159839030303942
595029450702192639,899944.3239155626,-69170.79484334431,47.00913678761845,6.279534674734021
595030498674212863,828984.2648628915,-216982.583059065,45.71165405334248,5.272177869063267
595030490084278271,901375.9578785036,-185506.81242229784,45.96462814630256,6.219592508001305
594919989165686783,630460.5527085611,227826.05091922908,49.749375231235206,2.7592049721212413
594902061972193279,153556.74739400472,52275.95633744859,48.01186274982997,-3.652320362356698
594904664722374655,348116.9298319724,-204503.87480538886,45.81515848618645,-0.8991726436765377
595485447380008959,918036.7078821519,-344334.53431594686,44.53332560667536,6.325637292661325
595032817956552703,713148.557334614,-13036.69628988611,47.574136076602024,3.8398475723167116
595030730602446847,699075.0551673402,-87887.98691252997,46.90377201847314,3.6357657863895048
595030807911858175,741851.6376787595,-92144.21637844678,46.857476663395154,4.195152871075338
595029330443108351,913451.0081693782,6295.025031581812,47.68000693455113,6.5116459584477955
595030644703100927,829962.9296832957,-334625.42858864367,44.65634958238451,5.226899648318171
594902079152062463,225609.5727641238,71775.52124283998,48.23412671379207,-2.7063967740053556
595032783596814335,587658.1213342332,6845.317740620783,47.76290474157896,2.171944611804884
595030481494343679,857680.005316775,-181040.5571832484,46.02345246868223,5.659922937373745
595029313263239167,941858.777626246,41887.9365948936,47.984657895303634,6.917932607771522
595029356212912127,970228.6512573268,77443.59414020566,48.28753436458591,7.328588008463848
595031658315382783,839660.0850737365,201652.90296329444,49.46750002363563,5.644304012089563
595029759939837951,812434.6076181482,53591.977357785014,48.147173402365034,5.191553808615988
595030558803755007,742703.4010648682,-324904.77572050854,44.76783376980334,4.133612771314817
594902122101735423,278943.54951537814,-104471.34747120063,46.68206377620177,-1.857639068840913
594902431339380735,357355.9935265473,-491771.56221884,43.244894366684065,-0.6351268641103701
595485181092036607,919587.0174415872,-463885.58214055724,43.462784917489145,6.2669140563564865
595484734415437823,583579.4263415366,-582482.8463506987,42.47611105637809,2.138299002916497
595484562616745983,499467.20138238405,-447395.1328459765,43.677682307776216,1.095846978689945
595032981165309951,698766.020261045,138922.2424795925,48.94274251817758,3.684907128520042
595032929625702399,603138.6126381443,197379.27363982433,49.47635328162949,2.379809760320906
594904939600281599,392293.7218938923,-96088.0812374634,46.8040464774847,-0.38245512648719787
594920143784509439,480663.05711359635,234197.72054333612,49.795618005186256,0.6787126553782419
594904329714925567,424488.2896752428,172578.18351602205,49.22807705063361,-0.07381026846306414
594904020477280255,341211.42297479557,197266.81070391266,49.42021002618024,-1.232074993677288
594904355484729343,507035.3516265015,148115.39602420508,49.02629192474598,1.0651709412328807
595485455969943551,844944.5325801133,-375785.23787796916,44.28226778710791,5.394021810918103
595484519667073023,584152.442565835,-463612.324860567,43.53967757542932,2.1414908161227473
595482690011004927,670554.8991584603,-593707.7881813312,42.37242186489894,3.1869967710477596
594904080606822399,464198.9781681583,42589.92231798521,48.06964438297971,0.5144641032147644
594904037657149439,422670.54978255066,54630.46329739023,48.16744527934996,-0.04750924155676777
594904072016887807,450947.8217455562,85959.30831078476,48.4564662071194,0.32118751013369573
595029459292127231,943555.4006954457,-73357.05627054471,46.9495950211571,6.848262680708796
595032663337730047,602020.1731678584,80977.8568062114,48.42960614463276,2.363808379947462
594904587412963327,515879.97267272987,-250541.77130544378,45.44501304160658,1.2637684065968646
595029485061931007,885006.5380234305,-29331.881753088674,47.37363977881285,6.1096989245312106
595030618933297151,815066.6707340102,-293677.71840674407,45.02840583775258,5.058418896234233
595485344300793855,815955.9224575278,-412099.11621262704,43.96692167691548,5.016395510920926
594904218045775871,352348.4703093943,35205.53498905228,47.96898173119934,-0.9803792311696764
594904132146429951,212318.54044465016,115728.59182403443,48.62027757103021,-2.9261435987628968
595484725825503231,656039.0320887628,-551895.920906882,42.74752988263339,3.0165889570752196
594902216591015935,110622.56030498457,64612.62940760175,48.090250248633865,-4.239884205849678
595029588141146111,868926.7222799074,124157.97108065261,48.75919888112266,5.995743991072201
595029674040492031,955162.0809922727,116702.7301027345,48.64863868749195,7.159831166290988
595031735624794111,882376.5772754707,198120.598530053,49.41742600177931,6.230393561993935
595029364802846719,898525.7151727098,45798.38977143477,48.041946529477684,6.341158114350379
595031426387148799,887687.0824408632,-262262.23591190076,45.282502077397844,5.995529785863303
595032766416945151,573200.6484182769,-67750.27984570345,47.09186909954021,1.9838245900734066
594904638952570879,502522.4082348862,-206865.13415922434,45.83526582251265,1.0841867508037126
595030567393689599,670614.4358724167,-355933.22687455406,44.50109064136301,3.221342927434419
595033049884786687,546694.9164077232,18696.365337514202,47.86731101262891,1.6242339959516943
595030447134605311,727793.033157519,-167655.60048492084,46.18213044923548,3.9893220200199506
595032775006879743,614140.8712516597,-79396.65401117358,46.98760177455462,2.5222617997120427
595030868041400319,656392.2184303021,-198751.8822959952,45.91297505163934,3.0621011129569258
595030687652773887,670663.89370208,-123311.93803519645,46.58922992050601,3.2575632387582654
595030653293035519,800255.3729437934,-252942.83809934132,45.39841202199644,4.888565869896222
595485430200139775,904271.3464906013,-422207.4403555455,43.84259264888561,6.104484565750715
595032620388057087,684773.0629202437,65205.40797375681,48.28200823923366,3.478655646534024
595032826546487295,755814.2492787289,-17098.483967966487,47.52854264926316,4.404989856779885
595030696242708479,713392.6972880937,-127664.05788866861,46.54402404736989,3.813259935863559
595029347622977535,926862.4448800965,81269.76793973819,48.34618852334899,6.748287438351127
595029656860622847,983423.4651327238,152094.05175097368,48.9492391268489,7.575818325863252
595029725580099583,827048.5080870265,14280.593905096728,47.78884542476015,5.366523456113851
595484554026811391,570051.1237615496,-422539.09811567375,43.90711162105978,1.9654130245555232
594904192275972095,268031.96374161256,59526.37284710613,48.1482511300011,-2.126642940508135
595030575983624191,713882.9887712565,-360899.8416651513,44.45061583373806,3.7622056745317747
595484811724849151,486020.86981810955,-403419.5952717182,44.069492080573085,0.9197275823135097
595030670472904703,771494.6426704603,-288918.0061299147,45.08378554032833,4.509055053307085
594904733441851391,417149.1866402062,-304172.49071544094,44.94391582993394,0.026207709249779134
595484897624195071,613383.220610822,-310317.1612615499,44.9138195348073,2.505534425389201
594904742031785983,361520.6555832902,-248620.9364658965,45.42441651983616,-0.7043166211979511
595031400617345023,946993.9025399431,-307945.6576694402,44.84479270225176,6.7145500209663025
594904827931131903,518797.59342919145,-12696.42794814866,47.5821001624856,1.257510998344671
595032689107533823,797903.5122888265,92687.1463743987,48.50328561879919,5.0150963683735075
595484889034260479,570703.8908761246,-305456.09895586304,44.95691802455747,1.9663618649484345
595484691465764863,526399.942858383,-535371.2621102161,42.89367461276242,1.4411105105546242
594904209455841279,339064.2528942374,78893.91030743693,48.35600044731169,-1.185385105021109
595030739192381439,628143.023805098,-118965.90851058805,46.631543117007766,2.703640786472684
595029476471996415,914966.8504702841,-109224.47243640787,46.642481973636755,6.4479356453832635
594903977527607295,367694.06508254446,110287.75066184787,48.64943596813329,-0.8171682711430603
594904613182767103,487604.059022717,-282944.7814817524,45.150012399153724,0.9110619493508767
594920118014705663,508518.6443823143,264753.1428033091,50.07518213602871,1.0583822161604188
595032912445833215,588834.6016895768,123887.5134883387,48.81537598302524,2.184468766776274
595032963985440767,726798.1438809804,173813.86243719648,49.251279982482146,4.07850168339212
594904656132440063,334729.02937175654,-160414.11420767265,46.20544242296856,-1.0967189973681057
594902714807222271,345985.40275960264,-325546.14789952396,44.72897015955654,-0.8605718297668927
594905145758711807,140250.25262965035,96445.61277631769,48.39805494228936,-3.8788005579033906
595031675495251967,811573.2675612088,166627.62375355366,49.163203138643134,5.238454142024948
595485335710859263,772106.1342898485,-407036.67561785725,44.02482001129102,4.474367148169551
595485129552429055,964209.6665371938,-469024.36673476873,43.394579150586985,6.810733169535339
594904699082113023,376956.77083993785,-172131.91661576845,46.1161708644807,-0.5449743395666917
594904630362636287,557344.2325627274,-261869.23516217998,45.34733273684714,1.7935766400332427
594904707672047615,321357.11628556874,-116354.49228269223,46.595218646750745,-1.2970069913111213
595032860906225663,741429.6195782433,22231.601163120824,47.88542372755693,4.227208137663978
595485421610205183,860011.8472114399,-417156.3566911465,43.906185882161914,5.5597989414694045
595030764962185215,828012.3484517512,-100674.63090548781,46.755990906888634,5.318701784852445
595029467882061823,871391.6394968776,-104947.47419394163,46.70075086949029,5.882660031347257
595031933193289727,768500.8089778062,281605.98835224676,50.20996361200033,4.697480069753814
595029665450557439,1026850.0032130806,148430.13676124474,48.88773172448702,8.163115702085824
595029768529772543,855383.4617428111,49699.93762842016,48.09611062518679,5.765661357183176
595032998345179135,712665.6872149571,212159.98025881412,49.598802412580774,3.895294838409313
595031288948195327,930074.5320051652,-149492.41770668962,46.273696358237565,6.614917068676061
595031125739438079,1022530.206826995,-395564.7380042843,44.01752622512672,7.587828131894871
594902113511800831,265584.73082914716,-60350.0337527229,47.07109791156121,-2.0654080367922774
594904226635710463,296991.2649447644,91114.65933982753,48.4466292099984,-1.7611751209930337
595484536846942207,555286.386348741,-499496.65373173216,43.217143385165016,1.789373300118582
595033006935113727,643584.8424724719,185221.76656685487,49.36547903808289,2.936625984287783
594904965370085375,407531.5872822708,-20497.944032061903,47.48786273415307,-0.21666570899885454
595484579796615167,656160.0808793842,-432901.68176111917,43.81261756669314,3.0313604769696068
595032723467272191,783454.7438364835,131565.84201963723,48.85716496253316,4.837135468414059
595030584573558783,684971.0261463642,-279398.0286417995,45.18594117168007,3.4149207532973564
595484657106026495,540424.6374990831,-576860.5238204313,42.52401647833626,1.6165601708911228
595031417797214207,960546.9448723726,-230668.84363965824,45.52982127727874,6.944681406311104
594904553053224959,475848.5080841386,-119581.62835533795,46.61462841986003,0.7174805460714755
594904905240543231,599757.7280440676,-154306.6095417316,46.31462901967672,2.3333987107814123
595485103782625279,875165.2259165538,-458737.9358932073,43.528130199520675,5.724244470146009
594904338304860159,437710.89533104753,129289.59257268727,48.84262618027127,0.1251148604577482
594904312535056383,465854.2076665093,160317.98138281808,49.1283584604466,0.4981175321487062
595031666905317375,769087.8123986695,170227.85593562867,49.20879516328258,4.657655289698745
595015346029592575,1038244.3078646925,-437313.8443774218,43.634489272721446,7.745285931059639
594920126604640255,521675.68970057677,221868.38648091856,49.691489427076014,1.2508124918065178
595033032704917503,574435.7004463279,49921.50278478232,48.14981873756293,1.993004328202877
594904767801589759,445765.18979618134,-271577.0514766577,45.2435695782786,0.3768857491829568
594902388389707775,314618.12126732344,-480666.8040998726,43.32777746577064,-1.1641642808651942
594904862290870271,558647.2365289743,-142801.42769779311,46.41666477967662,1.7993437383423
595485988545888255,370881.9595214924,-536226.0453939154,42.85203444242651,-0.44950266651121257
