h3_cell,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
595030876631334911,Ussel,Ussel,45.5489,2.31,France,FR,FRA,Nouvelle-Aquitaine,minor,9159,1250254773
595032912445833215,Beauchamp,Beauchamp,49.0144,2.1906,France,FR,FRA,Île-de-France,,9158,1250835364
594920032115359743,Beuvry,Beuvry,50.5206,2.6803,France,FR,FRA,Hauts-de-France,,9111,1250048096
595484725825503231,Rivesaltes,Rivesaltes,42.7697,2.8747,France,FR,FRA,Occitanie,,9099,1250513963
595033032704917503,Pithiviers,Pithiviers,48.1725,2.2525,France,FR,FRA,Centre-Val de Loire,minor,9094,1250710723
595032646157860863,Magny-le-Hongre,Magny-le-Hongre,48.8631,2.8133,France,FR,FRA,Île-de-France,,9064,1250354679
595031288948195327,Scionzier,Scionzier,46.0581,6.5503,France,FR,FRA,Auvergne-Rhône-Alpes,,9059,1250000402
595030421364801535,Chaponost,Chaponost,45.7103,4.7422,France,FR,FRA,Auvergne-Rhône-Alpes,,9052,1250597026
595031684085186559,Mohon,Mohon,49.752,4.7315,France,FR,FRA,Grand Est,,9048,1250450674
595030507264147455,La Ravoire,La Ravoire,45.56,5.96,France,FR,FRA,Auvergne-Rhône-Alpes,,9042,1250789160
595032912445833215,Bougival,Bougival,48.8667,2.1333,France,FR,FRA,Île-de-France,,9031,1250107634
594902156461473791,Les Sorinières,Les Sorinieres,47.1472,-1.5286,France,FR,FRA,Pays de la Loire,,9031,1250275214
595029588141146111,Tomblaine,Tomblaine,48.6833,6.2167,France,FR,FRA,Grand Est,,9019,1250817352
594902714807222271,Le Teich,Le Teich,44.6347,-1.0225,France,FR,FRA,Nouvelle-Aquitaine,,9004,1250096752
594904175096102911,Guichen,Guichen,47.9681,-1.7939,France,FR,FRA,Bretagne,,8995,1250530075
595032895265964031,Lamorlaye,Lamorlaye,49.1556,2.4417,France,FR,FRA,Hauts-de-France,,8993,1250654836
595030438544670719,Veauche,Veauche,45.5619,4.2781,France,FR,FRA,Auvergne-Rhône-Alpes,,8992,1250180182
594902053382258687,Sarzeau,Sarzeau,47.5281,-2.7686,France,FR,FRA,Bretagne,,8977,1250153772
595484588386549759,Grabels,Grabels,43.6486,3.8025,France,FR,FRA,Occitanie,,8973,1250310131
594904364074663935,Gonfreville-l’Orcher,Gonfreville-l'Orcher,49.5058,0.2342,France,FR,FRA,Normandie,,8961,1250002504
595484562616745983,Grenade,Grenade,43.7722,1.2936,France,FR,FRA,Occitanie,,8961,1250521887
595030868041400319,Cébazat,Cebazat,45.8322,3.1006,France,FR,FRA,Auvergne-Rhône-Alpes,,8946,1250938793
594902053382258687,Séné,Sene,47.6206,-2.7358,France,FR,FRA,Bretagne,,8944,1250595127
595030438544670719,Monistrol-sur-Loire,Monistrol-sur-Loire,45.2933,4.1728,France,FR,FRA,Auvergne-Rhône-Alpes,,8925,1250947426
595032895265964031,Gouvieux,Gouvieux,49.1883,2.4169,France,FR,FRA,Hauts-de-France,,8924,1250093809
595485344300793855,Morières-lès-Avignon,Morieres-les-Avignon,43.9425,4.9053,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8922,1250645579
595030636113166335,Le Teil,Le Teil,44.5458,4.6831,France,FR,FRA,Auvergne-Rhône-Alpes,,8901,1250047702
595032654747795455,Nangis,Nangis,48.5556,3.0153,France,FR,FRA,Île-de-France,,8898,1250569293
594919920446210047,Le Portel,Le Portel,50.7075,1.5744,France,FR,FRA,Hauts-de-France,,8897,1250000416
595032663337730047,Breuillet,Breuillet,48.5658,2.1706,France,FR,FRA,Île-de-France,,8873,1250177137
595029742759968767,Quétigny,Quetigny,47.3153,5.1069,France,FR,FRA,Bourgogne-Franche-Comté,,8869,1250263634
595485095192690687,La Fare-les-Oliviers,La Fare-les-Oliviers,43.5525,5.195,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8867,1250000893
595030421364801535,Irigny,Irigny,45.6731,4.8225,France,FR,FRA,Auvergne-Rhône-Alpes,,8867,1250681463
595485344300793855,Le Thor,Le Thor,43.93,4.995,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8858,1250024311
595030713422577663,Bellerive-sur-Allier,Bellerive-sur-Allier,46.1175,3.4044,France,FR,FRA,Auvergne-Rhône-Alpes,,8855,1250273920
595029364802846719,Golbey,Golbey,48.1967,6.4381,France,FR,FRA,Grand Est,,8849,1250014779
595029742759968767,Fontaine-lès-Dijon,Fontaine-les-Dijon,47.3433,5.0206,France,FR,FRA,Bourgogne-Franche-Comté,,8847,1250626718
595030421364801535,Dardilly,Dardilly,45.8064,4.7536,France,FR,FRA,Auvergne-Rhône-Alpes,,8828,1250475669
595032646157860863,Vert-Saint-Denis,Vert-Saint-Denis,48.565,2.6147,France,FR,FRA,Île-de-France,,8822,1250523234
595484828904718335,Sarlat-la-Canéda,Sarlat-la-Caneda,44.8928,1.2153,France,FR,FRA,Nouvelle-Aquitaine,minor,8812,1250580202
594904149326299135,Paramé,Parame,48.6603,-1.9792,France,FR,FRA,Bretagne,,8811,1250060725
594902405569576959,Boucau,Boucau,43.5244,-1.4853,France,FR,FRA,Nouvelle-Aquitaine,,8809,1250957654
595032783596814335,Chécy,Checy,47.8942,2.0275,France,FR,FRA,Centre-Val de Loire,,8808,1250650175
594904080606822399,La Ferté-Bernard,La Ferte-Bernard,48.1875,0.6553,France,FR,FRA,Pays de la Loire,,8799,1250851632
594920014935490559,Rouvroy,Rouvroy,50.3942,2.9044,France,FR,FRA,Hauts-de-France,,8797,1250914310
595485344300793855,Entraigues-sur-la-Sorgue,Entraigues-sur-la-Sorgue,44.0036,4.9272,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8793,1250314782
594902070562127871,Quéven,Queven,47.7894,-3.4139,France,FR,FRA,Bretagne,,8790,1250034076
595029588141146111,Essey-lès-Nancy,Essey-les-Nancy,48.7067,6.2231,France,FR,FRA,Grand Est,,8782,1250975890
595030490084278271,Poisy,Poisy,45.9216,6.0622,France,FR,FRA,Auvergne-Rhône-Alpes,,8773,1250096090
595485378660532223,Saint-Paul-Trois-Châteaux,Saint-Paul-Trois-Chateaux,44.3497,4.769,France,FR,FRA,Auvergne-Rhône-Alpes,,8758,1250594301
595031924603355135,Aulnoye-Aymeries,Aulnoye-Aymeries,50.205,3.8364,France,FR,FRA,Hauts-de-France,,8756,1250886676
595030644703100927,Crest,Crest,44.7292,5.0228,France,FR,FRA,Auvergne-Rhône-Alpes,,8756,1250484520
594904364074663935,Notre-Dame-de-Gravenchon,Notre-Dame-de-Gravenchon,49.49,0.5719,France,FR,FRA,Normandie,,8744,1250706311
594920014935490559,Wingles,Wingles,50.4947,2.8561,France,FR,FRA,Hauts-de-France,,8742,1250695683
594904656132440063,Périgny,Perigny,46.1533,-1.0953,France,FR,FRA,Nouvelle-Aquitaine,,8741,1250943859
594902122101735423,Saint-Jean-de-Monts,Saint-Jean-de-Monts,46.7936,-2.0587,France,FR,FRA,Pays de la Loire,,8741,1250173177
594904364074663935,Lillebonne,Lillebonne,49.5189,0.5343,France,FR,FRA,Normandie,,8729,1250846480
595030524444016639,Saint-Claude,Saint-Claude,46.3878,5.8639,France,FR,FRA,Bourgogne-Franche-Comté,minor,8727,1250259526
595031976142962687,Onnaing,Onnaing,50.3883,3.5989,France,FR,FRA,Hauts-de-France,,8719,1250631065
594920281223462911,La Chapelle d’Armentières,La Chapelle d'Armentieres,50.6736,2.8961,France,FR,FRA,Hauts-de-France,,8719,1250111182
595033006935113727,Margny-lès-Compiègne,Margny-les-Compiegne,49.4269,2.8217,France,FR,FRA,Hauts-de-France,,8716,1250111388
595485095192690687,Velaux,Velaux,43.5286,5.2564,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8713,1250819555
594904346894794751,Le Petit-Couronne,Le Petit-Couronne,49.3864,1.0283,France,FR,FRA,Normandie,,8688,1250318903
595485352890728447,Aigues-Mortes,Aigues-Mortes,43.5675,4.1933,France,FR,FRA,Occitanie,,8685,1250061893
595484562616745983,Pibrac,Pibrac,43.6175,1.2856,France,FR,FRA,Occitanie,,8678,1250211054
595030799321923583,Longvic,Longvic,47.2886,5.0644,France,FR,FRA,Bourgogne-Franche-Comté,,8676,1250533380
595485103782625279,Roquevaire,Roquevaire,43.35,5.6053,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8673,1250940023
595032912445833215,Montlhéry,Montlhery,48.6392,2.2722,France,FR,FRA,Île-de-France,,8670,1250484829
594904733441851391,Coutras,Coutras,45.0417,-0.1272,France,FR,FRA,Nouvelle-Aquitaine,,8669,1250067889
594904905240543231,Domérat,Domerat,46.3611,2.5353,France,FR,FRA,Auvergne-Rhône-Alpes,,8667,1250017296
595032912445833215,L’Île-Saint-Denis,L'Ile-Saint-Denis,48.9333,2.3333,France,FR,FRA,Île-de-France,,8664,1250000653
595030868041400319,Lempdes,Lempdes,45.7719,3.1944,France,FR,FRA,Auvergne-Rhône-Alpes,,8663,1250163657
595031950373158911,Hirson,Hirson,49.9217,4.0839,France,FR,FRA,Hauts-de-France,,8662,1250646275
594904948190216191,Le Loroux-Bottereau,Le Loroux-Bottereau,47.2389,-1.3478,France,FR,FRA,Pays de la Loire,,8649,1250836872
594920032115359743,Isbergues,Isbergues,50.6242,2.4575,France,FR,FRA,Hauts-de-France,,8649,1250390152
594904750621720575,Artigues-près-Bordeaux,Artigues-pres-Bordeaux,44.8628,-0.485,France,FR,FRA,Nouvelle-Aquitaine,,8645,1250115283
595485095192690687,Saint-Chamas,Saint-Chamas,43.5506,5.0347,France,FR,FRA,Provence-Alpes-Côte d’Azur,,8643,1250140013
595031254588456959,Chamonix-Mont-Blanc,Chamonix-Mont-Blanc,45.9231,6.8697,France,FR,FRA,Auvergne-Rhône-Alpes,,8642,1250219507
594902156461473791,Le Poiré-sur-Vie,Le Poire-sur-Vie,46.7682,-1.5098,France,FR,FRA,Pays de la Loire,,8626,1250190722
594904956780150783,Mauléon,Mauleon,46.9236,-0.7483,France,FR,FRA,Nouvelle-Aquitaine,,8597,1250619307
594905162938580991,Plabennec,Plabennec,48.5028,-4.4247,France,FR,FRA,Bretagne,,8589,1250109399
595030653293035519,Roussillon,Roussillon,45.3719,4.8272,France,FR,FRA,Auvergne-Rhône-Alpes,,8589,1250230453
595030627523231743,Vif,Vif,45.0561,5.6708,France,FR,FRA,Auvergne-Rhône-Alpes,,8584,1250941912
594904175096102911,Thorigné-Fouillard,Thorigne-Fouillard,48.1603,-1.5786,France,FR,FRA,Bretagne,,8582,1250274664
595485352890728447,La Grande-Motte,La Grande-Motte,43.5614,4.0858,France,FR,FRA,Occitanie,,8573,1250842934
594904175096102911,Janzé,Janze,47.9614,-1.4978,France,FR,FRA,Bretagne,,8570,1250871430
595032912445833215,Vaucresson,Vaucresson,48.8392,2.1578,France,FR,FRA,Île-de-France,,8566,1250372240
595032646157860863,Gretz-Armainvilliers,Gretz-Armainvilliers,48.7417,2.735,France,FR,FRA,Île-de-France,,8556,1250226833
594902216591015935,Ergué-Gabéric,Ergue-Gaberic,47.9969,-4.0208,France,FR,FRA,Bretagne,,8553,1250033284
595030636113166335,Privas,Privas,44.7358,4.597,France,FR,FRA,Auvergne-Rhône-Alpes,minor,8541,1250786652
595484562616745983,La Salvetat-Saint-Gilles,La Salvetat-Saint-Gilles,43.5769,1.2722,France,FR,FRA,Occitanie,,8524,1250700241
594920281223462911,Pérenchies,Perenchies,50.6686,2.9731,France,FR,FRA,Hauts-de-France,,8519,1250110921
595029364802846719,Thaon-les-Vosges,Thaon-les-Vosges,48.251,6.42,France,FR,FRA,Grand Est,,8513,1250742789
594902147871539199,Sautron,Sautron,47.2644,-1.6667,France,FR,FRA,Pays de la Loire,,8512,1250927187
594904175096102911,Liffré,Liffre,48.2142,-1.5067,France,FR,FRA,Bretagne,,8507,1250597226
595030773552119807,Saint-Vallier,Saint-Vallier,46.6428,4.3719,France,FR,FRA,Bourgogne-Franche-Comté,,8503,1250395807
